,studentID,StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EDTech_Usage_Level,StressLevel,FinalGrade,RiskLevel,LearningStyle_1,LearningStyle_2,LearningStyle_3
342,STU00306,21,84,1,0,1,1,0,23,11,0,79,56,1,2,2,2,0,0,0
343,STU00307,21,84,2,1,0,1,0,23,11,0,79,56,1,2,2,2,0,0,0
344,STU00308,21,84,0,1,0,1,0,23,11,0,79,56,1,2,2,2,0,0,0
345,STU00309,18,94,2,1,1,1,1,21,0,1,83,93,1,2,0,0,0,0,0
346,STU00310,18,94,2,1,1,1,1,29,17,1,55,51,1,2,3,3,1,0,0
347,STU00311,18,94,1,1,2,1,1,21,0,1,83,93,1,2,0,0,0,0,0
348,STU00312,18,94,1,1,2,1,1,29,17,1,55,51,1,2,3,3,1,0,0
349,STU00313,18,94,2,1,0,1,1,21,0,1,83,93,1,2,0,0,0,0,0
350,STU00314,18,94,2,1,0,1,1,29,17,1,55,51,1,2,3,3,1,0,0
351,STU00315,18,94,1,1,1,1,1,21,0,1,83,93,1,2,0,0,0,0,0
352,STU00316,18,94,1,1,1,1,1,29,17,1,55,51,1,2,3,3,1,0,0
353,STU00317,18,94,1,0,0,1,1,21,0,1,83,93,1,2,0,0,0,0,0
354,STU00318,18,94,1,0,0,1,1,29,17,1,55,51,1,2,3,3,1,0,0
355,STU00319,18,94,1,1,0,0,1,21,0,1,83,93,1,2,0,0,0,0,0
356,STU00320,18,94,1,1,0,0,1,29,17,1,55,51,1,2,3,3,1,0,0
359,STU00321,11,98,1,1,0,1,1,25,11,0,77,81,1,0,1,1,0,0,0
360,STU00322,11,98,1,1,0,1,1,25,7,1,94,52,1,2,3,3,0,1,0
361,STU00323,11,98,1,1,0,1,1,26,12,0,58,87,0,2,0,0,0,0,0
362,STU00324,11,98,2,1,2,1,1,25,11,0,77,81,1,0,1,1,0,0,0
363,STU00325,11,98,2,1,2,1,1,25,7,1,94,52,1,2,3,3,0,1,0
364,STU00326,11,98,2,1,2,1,1,26,12,0,58,87,0,2,0,0,0,0,0
365,STU00327,16,70,1,1,1,1,1,28,7,1,94,84,1,0,1,1,0,1,0
366,STU00328,16,70,1,1,1,1,1,22,20,0,89,83,1,2,1,1,0,0,0
367,STU00329,16,70,1,1,1,1,1,19,20,1,53,86,1,2,0,0,0,1,0
368,STU00330,16,70,2,1,2,1,1,28,7,1,94,84,1,0,1,1,0,1,0
369,STU00331,16,70,2,1,2,1,1,22,20,0,89,83,1,2,1,1,0,0,0
370,STU00332,16,70,2,1,2,1,1,19,20,1,53,86,1,2,0,0,0,1,0
374,STU00333,17,78,1,1,1,1,0,24,14,1,84,59,0,0,2,2,1,0,0
375,STU00334,17,78,1,1,1,1,0,26,9,0,90,85,1,2,0,0,0,0,1
376,STU00335,17,78,1,1,1,1,0,29,20,1,58,85,0,2,0,0,1,0,0
377,STU00336,17,78,2,0,1,1,0,24,14,1,84,59,0,0,2,2,1,0,0
378,STU00337,17,78,2,0,1,1,0,26,9,0,90,85,1,2,0,0,0,0,1
379,STU00338,17,78,2,0,1,1,0,29,20,1,58,85,0,2,0,0,1,0,0
383,STU00339,17,78,1,0,1,0,0,24,14,1,84,59,0,0,2,2,1,0,0
384,STU00340,17,78,1,0,1,0,0,26,9,0,90,85,1,2,0,0,0,0,1
385,STU00341,17,78,1,0,1,0,0,29,20,1,58,85,0,2,0,0,1,0,0
386,STU00342,17,78,1,1,0,1,0,24,14,1,84,59,0,0,2,2,1,0,0
387,STU00343,17,78,1,1,0,1,0,26,9,0,90,85,1,2,0,0,0,0,1
388,STU00344,17,78,1,1,0,1,0,29,20,1,58,85,0,2,0,0,1,0,0
389,STU00345,26,61,0,1,1,1,0,28,20,0,69,99,1,2,0,0,0,1,0
390,STU00346,26,61,1,1,2,1,0,28,20,0,69,99,1,2,0,0,0,1,0
391,STU00347,26,61,2,1,1,0,0,28,20,0,69,99,1,2,0,0,0,1,0
392,STU00348,22,86,1,1,0,1,1,23,9,0,60,47,1,2,3,3,0,0,0
393,STU00349,22,86,1,1,0,1,1,24,6,1,73,55,1,2,2,2,0,0,1
394,STU00350,22,86,1,1,0,1,1,19,8,0,100,87,1,0,0,0,1,0,0
395,STU00351,22,86,1,1,0,1,1,24,7,1,86,96,1,2,0,0,0,0,1
396,STU00352,22,86,0,0,1,1,1,23,9,0,60,47,1,2,3,3,0,0,0
397,STU00353,22,86,0,0,1,1,1,24,6,1,73,55,1,2,2,2,0,0,1
398,STU00354,22,86,0,0,1,1,1,19,8,0,100,87,1,0,0,0,1,0,0
399,STU00355,22,86,0,0,1,1,1,24,7,1,86,96,1,2,0,0,0,0,1
400,STU00356,22,86,1,1,2,1,1,23,9,0,60,47,1,2,3,3,0,0,0
401,STU00357,22,86,1,1,2,1,1,24,6,1,73,55,1,2,2,2,0,0,1
402,STU00358,22,86,1,1,2,1,1,19,8,0,100,87,1,0,0,0,1,0,0
403,STU00359,22,86,1,1,2,1,1,24,7,1,86,96,1,2,0,0,0,0,1
404,STU00360,22,86,1,1,1,1,1,23,9,0,60,47,1,2,3,3,0,0,0
405,STU00361,22,86,1,1,1,1,1,24,6,1,73,55,1,2,2,2,0,0,1
406,STU00362,22,86,1,1,1,1,1,19,8,0,100,87,1,0,0,0,1,0,0
407,STU00363,22,86,1,1,1,1,1,24,7,1,86,96,1,2,0,0,0,0,1
408,STU00364,22,86,1,0,0,1,1,23,9,0,60,47,1,2,3,3,0,0,0
409,STU00365,22,86,1,0,0,1,1,24,6,1,73,55,1,2,2,2,0,0,1
410,STU00366,22,86,1,0,0,1,1,19,8,0,100,87,1,0,0,0,1,0,0
411,STU00367,22,86,1,0,0,1,1,24,7,1,86,96,1,2,0,0,0,0,1
416,STU00368,22,86,1,0,2,1,1,23,9,0,60,47,1,2,3,3,0,0,0
417,STU00369,22,86,1,0,2,1,1,24,6,1,73,55,1,2,2,2,0,0,1
418,STU00370,22,86,1,0,2,1,1,19,8,0,100,87,1,0,0,0,1,0,0
419,STU00371,22,86,1,0,2,1,1,24,7,1,86,96,1,2,0,0,0,0,1
424,STU00372,9,77,1,0,1,1,1,24,4,1,63,76,1,0,1,1,0,0,1
425,STU00373,9,77,1,0,1,1,1,18,3,1,61,65,1,0,2,2,0,1,0
426,STU00374,9,77,1,0,1,1,1,28,16,0,51,66,1,2,2,2,1,0,0
427,STU00375,9,77,1,0,0,1,1,24,4,1,63,76,1,0,1,1,0,0,1
428,STU00376,9,77,1,0,0,1,1,18,3,1,61,65,1,0,2,2,0,1,0
429,STU00377,9,77,1,0,0,1,1,28,16,0,51,66,1,2,2,2,1,0,0
430,STU00378,9,77,2,1,1,1,1,24,4,1,63,76,1,0,1,1,0,0,1
431,STU00379,9,77,2,1,1,1,1,18,3,1,61,65,1,0,2,2,0,1,0
432,STU00380,9,77,2,1,1,1,1,28,16,0,51,66,1,2,2,2,1,0,0
433,STU00381,9,77,0,0,1,1,1,24,4,1,63,76,1,0,1,1,0,0,1
434,STU00382,9,77,0,0,1,1,1,18,3,1,61,65,1,0,2,2,0,1,0
435,STU00383,9,77,0,0,1,1,1,28,16,0,51,66,1,2,2,2,1,0,0
436,STU00384,22,71,1,1,0,1,1,20,18,0,71,52,1,2,3,3,0,0,0
437,STU00385,22,71,1,0,2,1,1,20,18,0,71,52,1,2,3,3,0,0,0
438,STU00386,22,71,1,0,0,1,1,20,18,0,71,52,1,2,3,3,0,0,0
439,STU00387,22,71,1,1,1,1,1,20,18,0,71,52,1,2,3,3,0,0,0
440,STU00388,22,71,2,1,1,1,1,20,18,0,71,52,1,2,3,3,0,0,0
441,STU00389,22,71,0,1,1,1,1,20,18,0,71,52,1,2,3,3,0,0,0
443,STU00390,18,68,1,0,1,1,1,26,20,0,93,92,0,2,0,0,0,0,0
444,STU00391,18,68,1,0,1,1,1,18,20,0,55,98,0,0,0,0,0,0,1
445,STU00392,18,68,2,0,0,1,1,26,20,0,93,92,0,2,0,0,0,0,0
446,STU00393,18,68,2,0,0,1,1,18,20,0,55,98,0,0,0,0,0,0,1
447,STU00394,18,68,2,1,0,1,1,26,20,0,93,92,0,2,0,0,0,0,0
448,STU00395,18,68,2,1,0,1,1,18,20,0,55,98,0,0,0,0,0,0,1
449,STU00396,18,68,2,1,2,1,1,26,20,0,93,92,0,2,0,0,0,0,0
450,STU00397,18,68,2,1,2,1,1,18,20,0,55,98,0,0,0,0,0,0,1
451,STU00398,18,68,1,1,2,1,1,26,20,0,93,92,0,2,0,0,0,0,0
452,STU00399,18,68,1,1,2,1,1,18,20,0,55,98,0,0,0,0,0,0,1
455,STU00400,18,68,0,1,1,1,1,26,20,0,93,92,0,2,0,0,0,0,0
456,STU00401,18,68,0,1,1,1,1,18,20,0,55,98,0,0,0,0,0,0,1
457,STU00402,18,68,2,0,1,1,1,26,20,0,93,92,0,2,0,0,0,0,0
458,STU00403,18,68,2,0,1,1,1,18,20,0,55,98,0,0,0,0,0,0,1
461,STU00404,16,86,1,1,1,1,1,26,10,1,92,94,1,1,0,0,1,0,0
462,STU00405,16,86,1,1,1,1,1,18,15,1,100,98,1,1,0,0,0,1,0
463,STU00406,16,86,1,1,1,1,1,29,15,0,60,92,1,2,0,0,1,0,0
464,STU00407,16,86,2,0,1,1,1,26,10,1,92,94,1,1,0,0,1,0,0
465,STU00408,16,86,2,0,1,1,1,18,15,1,100,98,1,1,0,0,0,1,0
466,STU00409,16,86,2,0,1,1,1,29,15,0,60,92,1,2,0,0,1,0,0
467,STU00410,16,86,1,1,0,1,1,26,10,1,92,94,1,1,0,0,1,0,0
468,STU00411,16,86,1,1,0,1,1,18,15,1,100,98,1,1,0,0,0,1,0
469,STU00412,16,86,1,1,0,1,1,29,15,0,60,92,1,2,0,0,1,0,0
470,STU00413,16,86,1,1,2,1,1,26,10,1,92,94,1,1,0,0,1,0,0
471,STU00414,16,86,1,1,2,1,1,18,15,1,100,98,1,1,0,0,0,1,0
472,STU00415,16,86,1,1,2,1,1,29,15,0,60,92,1,2,0,0,1,0,0
473,STU00416,16,86,1,0,2,1,1,26,10,1,92,94,1,1,0,0,1,0,0
474,STU00417,16,86,1,0,2,1,1,18,15,1,100,98,1,1,0,0,0,1,0
475,STU00418,16,86,1,0,2,1,1,29,15,0,60,92,1,2,0,0,1,0,0
476,STU00419,16,86,0,0,0,1,1,26,10,1,92,94,1,1,0,0,1,0,0
477,STU00420,16,86,0,0,0,1,1,18,15,1,100,98,1,1,0,0,0,1,0
478,STU00421,16,86,0,0,0,1,1,29,15,0,60,92,1,2,0,0,1,0,0
479,STU00422,24,77,0,0,1,1,0,22,13,1,99,66,0,0,2,2,0,0,0
480,STU00423,24,77,0,0,1,1,0,19,13,0,82,51,1,2,3,3,1,0,0
481,STU00424,24,77,0,0,1,1,0,26,16,0,76,62,1,0,2,2,0,0,1
482,STU00425,24,77,0,0,1,1,0,19,10,1,71,62,0,1,2,2,0,1,0
483,STU00426,24,77,2,0,2,1,0,22,13,1,99,66,0,0,2,2,0,0,0
484,STU00427,24,77,2,0,2,1,0,19,13,0,82,51,1,2,3,3,1,0,0
485,STU00428,24,77,2,0,2,1,0,26,16,0,76,62,1,0,2,2,0,0,1
486,STU00429,24,77,2,0,2,1,0,19,10,1,71,62,0,1,2,2,0,1,0
487,STU00430,24,77,1,0,2,1,0,22,13,1,99,66,0,0,2,2,0,0,0
488,STU00431,24,77,1,0,2,1,0,19,13,0,82,51,1,2,3,3,1,0,0
489,STU00432,24,77,1,0,2,1,0,26,16,0,76,62,1,0,2,2,0,0,1
490,STU00433,24,77,1,0,2,1,0,19,10,1,71,62,0,1,2,2,0,1,0
491,STU00434,26,67,2,1,0,1,0,26,0,1,91,82,0,0,1,1,1,0,0
492,STU00435,26,67,2,1,0,1,0,18,15,0,75,43,1,1,3,3,0,0,0
493,STU00436,26,67,2,1,0,1,0,19,0,1,100,63,1,2,2,2,0,0,0
494,STU00437,26,67,2,0,1,1,0,26,0,1,91,82,0,0,1,1,1,0,0
495,STU00438,26,67,2,0,1,1,0,18,15,0,75,43,1,1,3,3,0,0,0
496,STU00439,26,67,2,0,1,1,0,19,0,1,100,63,1,2,2,2,0,0,0
497,STU00440,26,67,1,1,1,1,0,26,0,1,91,82,0,0,1,1,1,0,0
498,STU00441,26,67,1,1,1,1,0,18,15,0,75,43,1,1,3,3,0,0,0
499,STU00442,26,67,1,1,1,1,0,19,0,1,100,63,1,2,2,2,0,0,0
500,STU00443,26,67,1,0,1,1,0,26,0,1,91,82,0,0,1,1,1,0,0
501,STU00444,26,67,1,0,1,1,0,18,15,0,75,43,1,1,3,3,0,0,0
502,STU00445,26,67,1,0,1,1,0,19,0,1,100,63,1,2,2,2,0,0,0
503,STU00446,26,67,0,1,1,1,0,26,0,1,91,82,0,0,1,1,1,0,0
504,STU00447,26,67,0,1,1,1,0,18,15,0,75,43,1,1,3,3,0,0,0
505,STU00448,26,67,0,1,1,1,0,19,0,1,100,63,1,2,2,2,0,0,0
506,STU00449,26,88,2,1,1,1,1,28,4,1,98,62,1,1,2,2,0,0,1
507,STU00450,26,88,2,1,1,1,1,19,9,0,55,50,1,2,3,3,1,0,0
508,STU00451,26,88,2,1,1,1,1,28,4,1,54,54,1,2,3,3,0,1,0
509,STU00452,26,88,0,0,0,1,1,28,4,1,98,62,1,1,2,2,0,0,1
510,STU00453,26,88,0,0,0,1,1,19,9,0,55,50,1,2,3,3,1,0,0
511,STU00454,26,88,0,0,0,1,1,28,4,1,54,54,1,2,3,3,0,1,0
512,STU00455,26,88,2,0,1,1,1,28,4,1,98,62,1,1,2,2,0,0,1
513,STU00456,26,88,2,0,1,1,1,19,9,0,55,50,1,2,3,3,1,0,0
514,STU00457,26,88,2,0,1,1,1,28,4,1,54,54,1,2,3,3,0,1,0
515,STU00458,26,88,1,1,1,1,1,28,4,1,98,62,1,1,2,2,0,0,1
516,STU00459,26,88,1,1,1,1,1,19,9,0,55,50,1,2,3,3,1,0,0
517,STU00460,26,88,1,1,1,1,1,28,4,1,54,54,1,2,3,3,0,1,0
518,STU00461,15,83,2,0,0,0,0,20,5,0,50,93,1,1,0,0,1,0,0
519,STU00462,15,83,2,0,0,0,0,22,9,1,69,64,1,1,2,2,0,1,0
520,STU00463,15,83,0,1,1,1,0,20,5,0,50,93,1,1,0,0,1,0,0
521,STU00464,15,83,0,1,1,1,0,22,9,1,69,64,1,1,2,2,0,1,0
522,STU00465,15,83,1,0,1,1,0,20,5,0,50,93,1,1,0,0,1,0,0
523,STU00466,15,83,1,0,1,1,0,22,9,1,69,64,1,1,2,2,0,1,0
524,STU00467,15,83,2,1,1,1,0,20,5,0,50,93,1,1,0,0,1,0,0
525,STU00468,15,83,2,1,1,1,0,22,9,1,69,64,1,1,2,2,0,1,0
526,STU00469,15,83,2,0,0,1,0,20,5,0,50,93,1,1,0,0,1,0,0
527,STU00470,15,83,2,0,0,1,0,22,9,1,69,64,1,1,2,2,0,1,0
528,STU00471,15,83,0,1,0,1,0,20,5,0,50,93,1,1,0,0,1,0,0
529,STU00472,15,83,0,1,0,1,0,22,9,1,69,64,1,1,2,2,0,1,0
530,STU00473,22,65,0,0,1,1,0,24,11,1,79,42,1,2,3,3,0,0,0
531,STU00474,22,65,2,1,1,1,0,24,11,1,79,42,1,2,3,3,0,0,0
532,STU00475,22,65,1,1,0,1,0,24,11,1,79,42,1,2,3,3,0,0,0
533,STU00476,22,65,1,0,0,1,0,24,11,1,79,42,1,2,3,3,0,0,0
534,STU00477,22,65,1,1,2,1,0,24,11,1,79,42,1,2,3,3,0,0,0
536,STU00478,22,65,1,0,2,1,0,24,11,1,79,42,1,2,3,3,0,0,0
537,STU00479,26,91,0,1,1,1,1,21,5,1,95,69,0,1,2,2,0,0,0
538,STU00480,26,91,0,1,1,1,1,23,18,0,54,88,0,2,0,0,0,0,1
539,STU00481,26,91,0,1,1,1,1,22,17,1,80,89,1,2,0,0,0,0,1
540,STU00482,26,91,1,1,0,1,1,21,5,1,95,69,0,1,2,2,0,0,0
541,STU00483,26,91,1,1,0,1,1,23,18,0,54,88,0,2,0,0,0,0,1
542,STU00484,26,91,1,1,0,1,1,22,17,1,80,89,1,2,0,0,0,0,1
546,STU00485,26,91,1,0,0,1,1,21,5,1,95,69,0,1,2,2,0,0,0
547,STU00486,26,91,1,0,0,1,1,23,18,0,54,88,0,2,0,0,0,0,1
548,STU00487,26,91,1,0,0,1,1,22,17,1,80,89,1,2,0,0,0,0,1
549,STU00488,17,87,1,0,1,1,0,26,3,0,66,45,1,0,3,3,0,0,0
550,STU00489,17,87,1,0,1,1,0,24,18,0,86,90,1,0,0,0,0,1,0
551,STU00490,17,87,1,1,1,1,0,26,3,0,66,45,1,0,3,3,0,0,0
552,STU00491,17,87,1,1,1,1,0,24,18,0,86,90,1,0,0,0,0,1,0
553,STU00492,17,87,1,1,2,1,0,26,3,0,66,45,1,0,3,3,0,0,0
554,STU00493,17,87,1,1,2,1,0,24,18,0,86,90,1,0,0,0,0,1,0
555,STU00494,17,87,2,1,1,1,0,26,3,0,66,45,1,0,3,3,0,0,0
556,STU00495,17,87,2,1,1,1,0,24,18,0,86,90,1,0,0,0,0,1,0
557,STU00496,17,87,2,1,0,1,0,26,3,0,66,45,1,0,3,3,0,0,0
558,STU00497,17,87,2,1,0,1,0,24,18,0,86,90,1,0,0,0,0,1,0
559,STU00498,17,87,0,1,1,1,0,26,3,0,66,45,1,0,3,3,0,0,0
560,STU00499,17,87,0,1,1,1,0,24,18,0,86,90,1,0,0,0,0,1,0
561,STU00500,17,87,1,1,0,1,0,26,3,0,66,45,1,0,3,3,0,0,0
562,STU00501,17,87,1,1,0,1,0,24,18,0,86,90,1,0,0,0,0,1,0
565,STU00502,19,65,1,1,0,1,1,21,16,1,60,46,1,2,3,3,0,0,0
566,STU00503,19,65,2,1,1,1,1,21,16,1,60,46,1,2,3,3,0,0,0
567,STU00504,19,65,0,1,1,1,1,21,16,1,60,46,1,2,3,3,0,0,0
568,STU00505,19,65,2,1,0,1,1,21,16,1,60,46,1,2,3,3,0,0,0
569,STU00506,19,65,1,0,0,1,1,21,16,1,60,46,1,2,3,3,0,0,0
570,STU00507,19,65,1,0,1,1,1,21,16,1,60,46,1,2,3,3,0,0,0
572,STU00508,19,65,0,0,1,1,1,21,16,1,60,46,1,2,3,3,0,0,0
573,STU00509,19,65,1,1,1,1,1,21,16,1,60,46,1,2,3,3,0,0,0
574,STU00510,13,88,2,1,2,1,1,29,14,1,84,88,1,0,0,0,1,0,0
575,STU00511,13,88,2,1,2,1,1,24,6,1,79,47,0,2,3,3,1,0,0
576,STU00512,13,88,1,1,1,1,1,29,14,1,84,88,1,0,0,0,1,0,0
577,STU00513,13,88,1,1,1,1,1,24,6,1,79,47,0,2,3,3,1,0,0
578,STU00514,13,78,2,1,2,1,1,24,2,1,96,50,0,2,3,3,0,0,1
579,STU00515,13,78,2,1,2,1,1,25,16,0,62,42,0,2,3,3,0,0,1
580,STU00516,13,78,2,1,2,1,1,21,0,1,63,54,0,2,3,3,0,0,1
581,STU00517,13,78,2,1,2,1,1,18,17,1,100,71,1,1,1,1,1,0,0
586,STU00518,13,78,1,1,1,1,1,24,2,1,96,50,0,2,3,3,0,0,1
587,STU00519,13,78,1,1,1,1,1,25,16,0,62,42,0,2,3,3,0,0,1
588,STU00520,13,78,1,1,1,1,1,21,0,1,63,54,0,2,3,3,0,0,1
589,STU00521,13,78,1,1,1,1,1,18,17,1,100,71,1,1,1,1,1,0,0
590,STU00522,13,78,0,1,0,1,1,24,2,1,96,50,0,2,3,3,0,0,1
591,STU00523,13,78,0,1,0,1,1,25,16,0,62,42,0,2,3,3,0,0,1
592,STU00524,13,78,0,1,0,1,1,21,0,1,63,54,0,2,3,3,0,0,1
593,STU00525,13,78,0,1,0,1,1,18,17,1,100,71,1,1,1,1,1,0,0
594,STU00526,28,66,2,1,1,1,1,27,7,0,79,97,1,2,0,0,0,0,1
595,STU00527,28,66,2,1,1,1,1,20,14,1,63,91,1,1,0,0,0,0,1
596,STU00528,28,66,2,1,1,1,1,22,5,0,85,41,1,1,3,3,0,1,0
597,STU00529,28,66,1,1,1,1,1,27,7,0,79,97,1,2,0,0,0,0,1
598,STU00530,28,66,1,1,1,1,1,20,14,1,63,91,1,1,0,0,0,0,1
599,STU00531,28,66,1,1,1,1,1,22,5,0,85,41,1,1,3,3,0,1,0
600,STU00532,28,66,1,0,0,1,1,27,7,0,79,97,1,2,0,0,0,0,1
601,STU00533,28,66,1,0,0,1,1,20,14,1,63,91,1,1,0,0,0,0,1
602,STU00534,28,66,1,0,0,1,1,22,5,0,85,41,1,1,3,3,0,1,0
603,STU00535,20,86,1,1,1,1,1,24,8,1,89,53,0,1,3,3,0,0,1
604,STU00536,20,86,0,1,1,1,1,24,8,1,89,53,0,1,3,3,0,0,1
605,STU00537,20,86,1,1,2,1,1,24,8,1,89,53,0,1,3,3,0,0,1
606,STU00538,20,86,2,0,1,1,1,24,8,1,89,53,0,1,3,3,0,0,1
608,STU00539,20,86,1,0,0,1,1,24,8,1,89,53,0,1,3,3,0,0,1
609,STU00540,20,86,1,1,0,1,1,24,8,1,89,53,0,1,3,3,0,0,1
610,STU00541,20,86,1,0,1,1,1,24,8,1,89,53,0,1,3,3,0,0,1
611,STU00542,26,75,2,1,2,1,1,28,18,1,66,86,1,2,0,0,0,1,0
612,STU00543,26,75,1,0,0,1,1,28,18,1,66,86,1,2,0,0,0,1,0
613,STU00544,26,75,1,0,1,1,1,28,18,1,66,86,1,2,0,0,0,1,0
614,STU00545,26,75,1,1,1,1,1,28,18,1,66,86,1,2,0,0,0,1,0
615,STU00546,26,75,0,1,1,1,1,28,18,1,66,86,1,2,0,0,0,1,0
616,STU00547,26,75,2,0,1,1,1,28,18,1,66,86,1,2,0,0,0,1,0
618,STU00548,22,98,2,0,0,0,0,19,20,0,52,75,0,2,1,1,1,0,0
619,STU00549,22,98,2,0,0,0,0,29,16,1,58,66,1,2,2,2,0,0,0
620,STU00550,22,98,0,1,1,0,0,19,20,0,52,75,0,2,1,1,1,0,0
621,STU00551,22,98,0,1,1,0,0,29,16,1,58,66,1,2,2,2,0,0,0
622,STU00552,22,98,0,1,1,1,0,19,20,0,52,75,0,2,1,1,1,0,0
623,STU00553,22,98,0,1,1,1,0,29,16,1,58,66,1,2,2,2,0,0,0
624,STU00554,22,98,1,0,0,1,0,19,20,0,52,75,0,2,1,1,1,0,0
625,STU00555,22,98,1,0,0,1,0,29,16,1,58,66,1,2,2,2,0,0,0
626,STU00556,22,98,1,1,1,1,0,19,20,0,52,75,0,2,1,1,1,0,0
627,STU00557,22,98,1,1,1,1,0,29,16,1,58,66,1,2,2,2,0,0,0
628,STU00558,22,98,1,1,0,1,0,19,20,0,52,75,0,2,1,1,1,0,0
629,STU00559,22,98,1,1,0,1,0,29,16,1,58,66,1,2,2,2,0,0,0
630,STU00560,22,98,0,0,1,1,0,19,20,0,52,75,0,2,1,1,1,0,0
631,STU00561,22,98,0,0,1,1,0,29,16,1,58,66,1,2,2,2,0,0,0
632,STU00562,22,98,1,0,2,1,0,19,20,0,52,75,0,2,1,1,1,0,0
633,STU00563,22,98,1,0,2,1,0,29,16,1,58,66,1,2,2,2,0,0,0
634,STU00564,16,73,1,0,1,1,1,24,20,1,68,69,0,1,2,2,1,0,0
635,STU00565,16,73,0,1,1,1,1,24,20,1,68,69,0,1,2,2,1,0,0
636,STU00566,16,73,1,1,0,1,1,24,20,1,68,69,0,1,2,2,1,0,0
638,STU00567,16,73,1,1,1,1,1,24,20,1,68,69,0,1,2,2,1,0,0
639,STU00568,16,73,2,1,1,1,1,24,20,1,68,69,0,1,2,2,1,0,0
640,STU00569,16,73,2,1,0,1,1,24,20,1,68,69,0,1,2,2,1,0,0
641,STU00570,29,96,0,1,1,1,1,28,5,1,90,59,0,0,2,2,1,0,0
642,STU00571,29,96,0,1,1,1,1,19,1,1,72,90,0,1,0,0,0,0,1
643,STU00572,29,96,0,1,1,1,1,20,20,1,50,84,0,2,1,1,0,1,0
644,STU00573,29,96,2,1,0,1,1,28,5,1,90,59,0,0,2,2,1,0,0
645,STU00574,29,96,2,1,0,1,1,19,1,1,72,90,0,1,0,0,0,0,1
646,STU00575,29,96,2,1,0,1,1,20,20,1,50,84,0,2,1,1,0,1,0
647,STU00576,29,96,2,0,2,0,1,28,5,1,90,59,0,0,2,2,1,0,0
648,STU00577,29,96,2,0,2,0,1,19,1,1,72,90,0,1,0,0,0,0,1
649,STU00578,29,96,2,0,2,0,1,20,20,1,50,84,0,2,1,1,0,1,0
650,STU00579,29,96,1,0,0,1,1,28,5,1,90,59,0,0,2,2,1,0,0
651,STU00580,29,96,1,0,0,1,1,19,1,1,72,90,0,1,0,0,0,0,1
652,STU00581,29,96,1,0,0,1,1,20,20,1,50,84,0,2,1,1,0,1,0
653,STU00582,20,71,1,1,1,1,0,25,14,0,68,81,1,0,1,1,0,1,0
655,STU00583,20,71,1,0,2,1,0,25,14,0,68,81,1,0,1,1,0,1,0
656,STU00584,20,71,1,1,1,0,0,25,14,0,68,81,1,0,1,1,0,1,0
657,STU00585,20,71,1,0,1,1,0,25,14,0,68,81,1,0,1,1,0,1,0
658,STU00586,29,92,1,0,1,1,0,26,19,1,96,60,1,2,2,2,0,1,0
659,STU00587,29,92,1,0,1,1,0,24,8,1,72,89,1,1,0,0,0,1,0
660,STU00588,29,92,1,1,0,1,0,26,19,1,96,60,1,2,2,2,0,1,0
661,STU00589,29,92,1,1,0,1,0,24,8,1,72,89,1,1,0,0,0,1,0
662,STU00590,25,70,1,0,1,1,0,23,19,1,65,75,1,2,1,1,0,0,0
663,STU00591,25,70,1,0,1,1,0,24,7,1,75,78,0,0,1,1,0,0,0
664,STU00592,25,70,1,1,0,0,0,23,19,1,65,75,1,2,1,1,0,0,0
665,STU00593,25,70,1,1,0,0,0,24,7,1,75,78,0,0,1,1,0,0,0
668,STU00594,25,70,1,0,0,1,0,23,19,1,65,75,1,2,1,1,0,0,0
669,STU00595,25,70,1,0,0,1,0,24,7,1,75,78,0,0,1,1,0,0,0
670,STU00596,25,70,0,0,1,0,0,23,19,1,65,75,1,2,1,1,0,0,0
671,STU00597,25,70,0,0,1,0,0,24,7,1,75,78,0,0,1,1,0,0,0
672,STU00598,21,77,1,1,1,1,1,23,20,1,73,47,0,2,3,3,0,0,1
673,STU00599,21,77,1,1,1,1,1,18,1,1,97,50,1,2,3,3,0,0,0
674,STU00600,21,77,0,1,1,1,1,23,20,1,73,47,0,2,3,3,0,0,1
675,STU00601,21,77,0,1,1,1,1,18,1,1,97,50,1,2,3,3,0,0,0
676,STU00602,21,77,2,1,0,0,1,23,20,1,73,47,0,2,3,3,0,0,1
677,STU00603,21,77,2,1,0,0,1,18,1,1,97,50,1,2,3,3,0,0,0
678,STU00604,21,77,1,0,2,1,1,23,20,1,73,47,0,2,3,3,0,0,1
679,STU00605,21,77,1,0,2,1,1,18,1,1,97,50,1,2,3,3,0,0,0
682,STU00606,21,77,0,1,0,1,1,23,20,1,73,47,0,2,3,3,0,0,1
683,STU00607,21,77,0,1,0,1,1,18,1,1,97,50,1,2,3,3,0,0,0
684,STU00608,21,77,1,0,0,1,1,23,20,1,73,47,0,2,3,3,0,0,1
685,STU00609,21,77,1,0,0,1,1,18,1,1,97,50,1,2,3,3,0,0,0
690,STU00610,18,81,0,1,1,1,0,25,2,1,65,87,1,0,0,0,0,1,0
691,STU00611,18,81,0,1,1,1,0,23,3,0,95,77,1,2,1,1,0,0,0
692,STU00612,18,81,0,1,2,1,0,25,2,1,65,87,1,0,0,0,0,1,0
693,STU00613,18,81,0,1,2,1,0,23,3,0,95,77,1,2,1,1,0,0,0
